x,y,celltype,id
364,-434,Cell A,cell_932
307,-392,Cell A,cell_933
247,-318,Cell A,cell_934
350,-312,Cell A,cell_935
225,-322,Cell A,cell_936
400,-62,Cell A,cell_937
331,-201,Cell A,cell_938
196,-313,Cell A,cell_939
391,-380,Cell A,cell_940
349,-130,Cell A,cell_941
266,-20,Cell A,cell_942
435,-280,Cell A,cell_943
311,-379,Cell A,cell_944
484,-351,Cell A,cell_945
96,-446,Cell A,cell_946
357,-443,Cell A,cell_947
20,-109,Cell A,cell_948
162,-163,Cell A,cell_949
402,-128,Cell A,cell_950
112,-417,Cell A,cell_951
432,-487,Cell A,cell_952
298,-123,Cell A,cell_953
331,-160,Cell A,cell_954
331,-33,Cell A,cell_955
284,-478,Cell A,cell_956
477,-488,Cell A,cell_957
28,-313,Cell A,cell_958
305,-454,Cell A,cell_959
254,-372,Cell A,cell_960
331,-214,Cell A,cell_961
80,-373,Cell A,cell_962
330,-360,Cell A,cell_963
55,-313,Cell A,cell_964
461,-464,Cell A,cell_965
330,-35,Cell A,cell_966
272,-420,Cell A,cell_967
462,-402,Cell A,cell_968
368,-489,Cell A,cell_969
278,-405,Cell A,cell_970
46,-278,Cell A,cell_971
430,-329,Cell A,cell_972
340,-389,Cell A,cell_973
413,-184,Cell A,cell_974
186,-170,Cell A,cell_975
344,-299,Cell A,cell_976
170,-374,Cell A,cell_977
410,-117,Cell A,cell_978
278,-41,Cell A,cell_979
229,-498,Cell A,cell_980
177,-338,Cell A,cell_981
237,-161,Cell A,cell_982
34,-216,Cell A,cell_983
354,-238,Cell A,cell_984
301,-137,Cell A,cell_985
385,-45,Cell A,cell_986
302,-70,Cell A,cell_987
38,-432,Cell A,cell_988
430,-157,Cell A,cell_989
480,-175,Cell A,cell_990
485,-468,Cell A,cell_991
23,-238,Cell A,cell_992
309,-97,Cell A,cell_993
14,-406,Cell A,cell_994
248,-27,Cell A,cell_995
344,-53,Cell A,cell_996
364,-345,Cell A,cell_997
119,-246,Cell A,cell_998
233,-104,Cell A,cell_999
414,-460,Cell A,cell_1000
213,-351,Cell A,cell_1001
435,-334,Cell A,cell_1002
491,-165,Cell A,cell_1003
445,-347,Cell A,cell_1004
177,-398,Cell A,cell_1005
51,-276,Cell A,cell_1006
478,-357,Cell A,cell_1007
427,-311,Cell A,cell_1008
437,-124,Cell A,cell_1009
315,-67,Cell A,cell_1010
411,-412,Cell A,cell_1011
231,-276,Cell A,cell_1012
386,-366,Cell A,cell_1013
250,-440,Cell A,cell_1014
300,-308,Cell A,cell_1015
276,-431,Cell A,cell_1016
253,-275,Cell A,cell_1017
419,-142,Cell A,cell_1018
348,-41,Cell A,cell_1019
415,-114,Cell A,cell_1020
226,-302,Cell A,cell_1021
114,-492,Cell A,cell_1022
149,-405,Cell A,cell_1023
427,-271,Cell A,cell_1024
208,-159,Cell A,cell_1025
466,-317,Cell A,cell_1026
194,-332,Cell A,cell_1027
349,-108,Cell A,cell_1028
317,-462,Cell A,cell_1029
55,-390,Cell A,cell_1030
225,-492,Cell A,cell_1031
41,-195,Cell A,cell_1032
376,-115,Cell A,cell_1033
29,-222,Cell A,cell_1034
349,-30,Cell A,cell_1035
324,-394,Cell A,cell_1036
422,-396,Cell A,cell_1037
460,-404,Cell A,cell_1038
44,-401,Cell A,cell_1039
482,-192,Cell A,cell_1040
248,-310,Cell A,cell_1041
60,-397,Cell A,cell_1042
68,-150,Cell A,cell_1043
74,-422,Cell A,cell_1044
73,-96,Cell A,cell_1045
242,-289,Cell A,cell_1046
289,-46,Cell A,cell_1047
196,-167,Cell A,cell_1048
39,-358,Cell A,cell_1049
477,-418,Cell A,cell_1050
296,-145,Cell A,cell_1051
238,-494,Cell A,cell_1052
175,-482,Cell A,cell_1053
334,-214,Cell A,cell_1054
32,-344,Cell A,cell_1055
181,-242,Cell A,cell_1056
216,-14,Cell A,cell_1057
91,-484,Cell A,cell_1058
321,-394,Cell A,cell_1059
400,-35,Cell A,cell_1060
442,-468,Cell A,cell_1061
303,-443,Cell A,cell_1062
401,-311,Cell A,cell_1063
365,-495,Cell A,cell_1064
49,-143,Cell A,cell_1065
14,-309,Cell A,cell_1066
486,-62,Cell A,cell_1067
466,-405,Cell A,cell_1068
483,-281,Cell A,cell_1069
357,-377,Cell A,cell_1070
370,-124,Cell A,cell_1071
396,-433,Cell A,cell_1072
268,-416,Cell A,cell_1073
172,-449,Cell A,cell_1074
201,-367,Cell A,cell_1075
495,-65,Cell A,cell_1076
12,-367,Cell A,cell_1077
126,-462,Cell A,cell_1078
29,-326,Cell A,cell_1079
31,-416,Cell A,cell_1080
242,-159,Cell A,cell_1081
215,-307,Cell A,cell_1082
305,-470,Cell A,cell_1083
493,-226,Cell A,cell_1084
425,-38,Cell A,cell_1085
313,-135,Cell A,cell_1086
174,-455,Cell A,cell_1087
427,-487,Cell A,cell_1088
354,-289,Cell A,cell_1089
480,-444,Cell A,cell_1090
471,-480,Cell A,cell_1091
183,-481,Cell A,cell_1092
456,-459,Cell A,cell_1093
205,-485,Cell A,cell_1094
196,-342,Cell A,cell_1095
428,-114,Cell A,cell_1096
485,-394,Cell A,cell_1097
74,-365,Cell A,cell_1098
221,-87,Cell A,cell_1099
465,-138,Cell A,cell_1100
492,-357,Cell A,cell_1101
343,-115,Cell A,cell_1102
184,-365,Cell A,cell_1103
234,-275,Cell A,cell_1104
424,-290,Cell A,cell_1105
422,-314,Cell A,cell_1106
450,-128,Cell A,cell_1107
431,-329,Cell A,cell_1108
292,-255,Cell A,cell_1109
367,-428,Cell A,cell_1110
454,-382,Cell A,cell_1111
41,-133,Cell A,cell_1112
383,-48,Cell A,cell_1113
296,-310,Cell A,cell_1114
485,-469,Cell A,cell_1115
173,-25,Cell A,cell_1116
355,-234,Cell A,cell_1117
166,-495,Cell A,cell_1118
266,-354,Cell A,cell_1119
313,-426,Cell A,cell_1120
374,-122,Cell A,cell_1121
98,-14,Cell A,cell_1122
393,-228,Cell A,cell_1123
141,-216,Cell A,cell_1124
453,-389,Cell A,cell_1125
192,-496,Cell A,cell_1126
229,-243,Cell A,cell_1127
89,-351,Cell A,cell_1128
439,-209,Cell A,cell_1129
483,-196,Cell A,cell_1130
272,-425,Cell A,cell_1131
416,-320,Cell A,cell_1132
256,-251,Cell A,cell_1133
426,-42,Cell A,cell_1134
310,-97,Cell A,cell_1135
291,-468,Cell A,cell_1136
57,-404,Cell A,cell_1137
491,-314,Cell A,cell_1138
78,-267,Cell A,cell_1139
59,-410,Cell A,cell_1140
355,-233,Cell A,cell_1141
113,-379,Cell A,cell_1142
342,-306,Cell A,cell_1143
344,-276,Cell A,cell_1144
228,-439,Cell A,cell_1145
69,-337,Cell A,cell_1146
50,-385,Cell A,cell_1147
121,-82,Cell A,cell_1148
413,-457,Cell A,cell_1149
308,-391,Cell A,cell_1150
178,-464,Cell A,cell_1151
226,-353,Cell A,cell_1152
217,-61,Cell A,cell_1153
186,-291,Cell A,cell_1154
451,-124,Cell A,cell_1155
22,-317,Cell A,cell_1156
355,-207,Cell A,cell_1157
271,-122,Cell A,cell_1158
186,-436,Cell A,cell_1159
485,-471,Cell A,cell_1160
376,-388,Cell A,cell_1161
351,-284,Cell A,cell_1162
232,-21,Cell A,cell_1163
353,-203,Cell A,cell_1164
368,-409,Cell A,cell_1165
207,-148,Cell A,cell_1166
57,-272,Cell A,cell_1167
193,-46,Cell A,cell_1168
406,-488,Cell A,cell_1169
185,-365,Cell A,cell_1170
261,-467,Cell A,cell_1171
25,-405,Cell A,cell_1172
86,-368,Cell A,cell_1173
348,-414,Cell A,cell_1174
70,-302,Cell A,cell_1175
186,-293,Cell A,cell_1176
63,-460,Cell A,cell_1177
481,-336,Cell A,cell_1178
389,-223,Cell A,cell_1179
475,-422,Cell A,cell_1180
421,-381,Cell A,cell_1181
225,-274,Cell A,cell_1182
303,-306,Cell A,cell_1183
315,-430,Cell A,cell_1184
121,-85,Cell A,cell_1185
487,-45,Cell A,cell_1186
272,-125,Cell A,cell_1187
455,-462,Cell A,cell_1188
442,-172,Cell A,cell_1189
12,-388,Cell A,cell_1190
483,-438,Cell A,cell_1191
198,-476,Cell A,cell_1192
87,-210,Cell A,cell_1193
226,-486,Cell A,cell_1194
241,-267,Cell A,cell_1195
333,-486,Cell A,cell_1196
449,-259,Cell A,cell_1197
331,-134,Cell A,cell_1198
135,-27,Cell A,cell_1199
351,-373,Cell A,cell_1200
93,-254,Cell A,cell_1201
470,-47,Cell A,cell_1202
93,-463,Cell A,cell_1203
367,-86,Cell A,cell_1204
38,-261,Cell A,cell_1205
464,-211,Cell A,cell_1206
236,-56,Cell A,cell_1207
352,-75,Cell A,cell_1208
388,-53,Cell A,cell_1209
53,-440,Cell A,cell_1210
259,-98,Cell A,cell_1211
199,-446,Cell A,cell_1212
432,-240,Cell A,cell_1213
289,-76,Cell A,cell_1214
438,-324,Cell A,cell_1215
460,-489,Cell A,cell_1216
399,-227,Cell A,cell_1217
32,-325,Cell A,cell_1218
40,-60,Cell A,cell_1219
346,-376,Cell A,cell_1220
109,-159,Cell A,cell_1221
417,-112,Cell A,cell_1222
341,-161,Cell A,cell_1223
487,-438,Cell A,cell_1224
439,-212,Cell A,cell_1225
138,-463,Cell A,cell_1226
368,-379,Cell A,cell_1227
491,-371,Cell A,cell_1228
258,-44,Cell A,cell_1229
479,-488,Cell A,cell_1230
19,-174,Cell A,cell_1231
159,-69,Cell A,cell_1232
488,-190,Cell A,cell_1233
193,-442,Cell A,cell_1234
343,-496,Cell A,cell_1235
345,-261,Cell A,cell_1236
431,-267,Cell A,cell_1237
417,-115,Cell A,cell_1238
331,-241,Cell A,cell_1239
493,-260,Cell A,cell_1240
163,-472,Cell A,cell_1241
324,-32,Cell A,cell_1242
435,-416,Cell A,cell_1243
426,-403,Cell A,cell_1244
456,-316,Cell A,cell_1245
198,-460,Cell A,cell_1246
384,-48,Cell A,cell_1247
485,-479,Cell A,cell_1248
31,-216,Cell A,cell_1249
152,-484,Cell A,cell_1250
222,-27,Cell A,cell_1251
75,-118,Cell A,cell_1252
222,-149,Cell A,cell_1253
66,-28,Cell A,cell_1254
364,-431,Cell A,cell_1255
428,-354,Cell A,cell_1256
415,-311,Cell A,cell_1257
405,-73,Cell A,cell_1258
452,-385,Cell A,cell_1259
475,-419,Cell A,cell_1260
277,-25,Cell A,cell_1261
90,-464,Cell A,cell_1262
232,-344,Cell A,cell_1263
64,-288,Cell A,cell_1264
89,-387,Cell A,cell_1265
71,-95,Cell A,cell_1266
76,-453,Cell A,cell_1267
116,-125,Cell A,cell_1268
264,-437,Cell A,cell_1269
424,-135,Cell A,cell_1270
235,-491,Cell A,cell_1271
240,-279,Cell A,cell_1272
83,-260,Cell A,cell_1273
224,-371,Cell A,cell_1274
414,-488,Cell A,cell_1275
248,-56,Cell A,cell_1276
353,-312,Cell A,cell_1277
259,-51,Cell A,cell_1278
201,-107,Cell A,cell_1279
18,-269,Cell A,cell_1280
209,-452,Cell A,cell_1281
230,-129,Cell A,cell_1282
343,-413,Cell A,cell_1283
166,-196,Cell A,cell_1284
451,-398,Cell A,cell_1285
357,-181,Cell A,cell_1286
204,-100,Cell A,cell_1287
497,-118,Cell A,cell_1288
269,-51,Cell A,cell_1289
125,-33,Cell A,cell_1290
197,-277,Cell A,cell_1291
171,-453,Cell A,cell_1292
115,-157,Cell A,cell_1293
44,-321,Cell A,cell_1294
174,-124,Cell A,cell_1295
41,-319,Cell A,cell_1296
85,-274,Cell A,cell_1297
493,-90,Cell A,cell_1298
162,-107,Cell A,cell_1299
140,-401,Cell A,cell_1300
83,-244,Cell A,cell_1301
403,-488,Cell A,cell_1302
107,-242,Cell A,cell_1303
252,-288,Cell A,cell_1304
461,-139,Cell A,cell_1305
289,-129,Cell A,cell_1306
494,-47,Cell A,cell_1307
94,-376,Cell A,cell_1308
464,-288,Cell A,cell_1309
33,-81,Cell A,cell_1310
295,-228,Cell A,cell_1311
406,-467,Cell A,cell_1312
194,-171,Cell A,cell_1313
228,-370,Cell A,cell_1314
94,-448,Cell A,cell_1315
250,-256,Cell A,cell_1316
353,-459,Cell A,cell_1317
450,-249,Cell A,cell_1318
281,-126,Cell A,cell_1319
35,-319,Cell A,cell_1320
62,-410,Cell A,cell_1321
417,-381,Cell A,cell_1322
312,-155,Cell A,cell_1323
419,-90,Cell A,cell_1324
200,-333,Cell A,cell_1325
423,-120,Cell A,cell_1326
399,-376,Cell A,cell_1327
490,-168,Cell A,cell_1328
201,-265,Cell A,cell_1329
327,-280,Cell A,cell_1330
59,-147,Cell A,cell_1331
374,-440,Cell A,cell_1332
281,-441,Cell A,cell_1333
23,-300,Cell A,cell_1334
158,-407,Cell A,cell_1335
493,-89,Cell A,cell_1336
317,-497,Cell A,cell_1337
419,-487,Cell A,cell_1338
229,-490,Cell A,cell_1339
327,-379,Cell A,cell_1340
431,-450,Cell A,cell_1341
145,-413,Cell A,cell_1342
365,-490,Cell A,cell_1343
304,-473,Cell A,cell_1344
239,-334,Cell A,cell_1345
59,-269,Cell A,cell_1346
475,-269,Cell A,cell_1347
18,-152,Cell A,cell_1348
462,-282,Cell A,cell_1349
111,-44,Cell A,cell_1350
210,-424,Cell A,cell_1351
185,-313,Cell A,cell_1352
288,-88,Cell A,cell_1353
217,-209,Cell A,cell_1354
401,-469,Cell A,cell_1355
364,-433,Cell A,cell_1356
75,-183,Cell A,cell_1357
347,-388,Cell A,cell_1358
68,-447,Cell A,cell_1359
437,-318,Cell A,cell_1360
230,-374,Cell A,cell_1361
58,-277,Cell A,cell_1362
293,-49,Cell A,cell_1363
66,-412,Cell A,cell_1364
266,-253,Cell A,cell_1365
260,-439,Cell A,cell_1366
178,-292,Cell A,cell_1367
161,-424,Cell A,cell_1368
309,-474,Cell A,cell_1369
375,-179,Cell A,cell_1370
183,-244,Cell A,cell_1371
338,-112,Cell A,cell_1372
205,-154,Cell A,cell_1373
296,-433,Cell A,cell_1374
186,-439,Cell A,cell_1375
290,-89,Cell A,cell_1376
493,-262,Cell A,cell_1377
226,-273,Cell A,cell_1378
290,-463,Cell A,cell_1379
335,-488,Cell A,cell_1380
282,-406,Cell A,cell_1381
280,-80,Cell A,cell_1382
459,-133,Cell A,cell_1383
494,-269,Cell A,cell_1384
340,-112,Cell A,cell_1385
423,-292,Cell A,cell_1386
49,-432,Cell A,cell_1387
155,-409,Cell A,cell_1388
432,-425,Cell A,cell_1389
405,-465,Cell A,cell_1390
205,-74,Cell A,cell_1391
224,-353,Cell A,cell_1392
372,-83,Cell A,cell_1393
234,-399,Cell A,cell_1394
181,-342,Cell A,cell_1395
187,-290,Cell A,cell_1396
219,-70,Cell A,cell_1397
67,-347,Cell A,cell_1398
401,-131,Cell A,cell_1399
285,-448,Cell A,cell_1400
213,-165,Cell A,cell_1401
183,-323,Cell A,cell_1402
152,-477,Cell A,cell_1403
56,-453,Cell A,cell_1404
272,-67,Cell A,cell_1405
145,-26,Cell A,cell_1406
162,-396,Cell A,cell_1407
235,-162,Cell A,cell_1408
342,-295,Cell A,cell_1409
351,-46,Cell A,cell_1410
88,-268,Cell A,cell_1411
351,-188,Cell A,cell_1412
205,-189,Cell A,cell_1413
401,-119,Cell A,cell_1414
451,-250,Cell A,cell_1415
368,-415,Cell A,cell_1416
459,-294,Cell A,cell_1417
242,-488,Cell A,cell_1418
36,-73,Cell A,cell_1419
27,-337,Cell A,cell_1420
296,-273,Cell A,cell_1421
95,-67,Cell A,cell_1422
198,-176,Cell A,cell_1423
175,-165,Cell A,cell_1424
216,-64,Cell A,cell_1425
321,-196,Cell A,cell_1426
497,-108,Cell A,cell_1427
409,-79,Cell A,cell_1428
33,-71,Cell A,cell_1429
479,-45,Cell A,cell_1430
160,-20,Cell A,cell_1431
321,-388,Cell A,cell_1432
479,-157,Cell A,cell_1433
48,-345,Cell A,cell_1434
280,-83,Cell A,cell_1435
118,-417,Cell A,cell_1436
21,-149,Cell A,cell_1437
421,-173,Cell A,cell_1438
359,-221,Cell A,cell_1439
365,-36,Cell A,cell_1440
453,-406,Cell A,cell_1441
466,-174,Cell A,cell_1442
435,-353,Cell A,cell_1443
244,-106,Cell A,cell_1444
89,-365,Cell A,cell_1445
337,-258,Cell A,cell_1446
372,-86,Cell A,cell_1447
356,-111,Cell A,cell_1448
378,-435,Cell A,cell_1449
334,-121,Cell A,cell_1450
238,-59,Cell A,cell_1451
144,-441,Cell A,cell_1452
199,-254,Cell A,cell_1453
347,-254,Cell A,cell_1454
177,-262,Cell A,cell_1455
145,-23,Cell A,cell_1456
279,-128,Cell A,cell_1457
50,-145,Cell A,cell_1458
345,-131,Cell A,cell_1459
75,-21,Cell A,cell_1460
59,-409,Cell A,cell_1461
185,-16,Cell A,cell_1462
492,-290,Cell A,cell_1463
144,-214,Cell A,cell_1464
369,-357,Cell A,cell_1465
298,-118,Cell A,cell_1466
307,-38,Cell A,cell_1467
262,-480,Cell A,cell_1468
101,-471,Cell A,cell_1469
15,-339,Cell A,cell_1470
473,-294,Cell A,cell_1471
12,-344,Cell A,cell_1472
286,-402,Cell A,cell_1473
494,-120,Cell A,cell_1474
283,-444,Cell A,cell_1475
69,-336,Cell A,cell_1476
145,-164,Cell A,cell_1477
61,-34,Cell A,cell_1478
247,-280,Cell A,cell_1479
381,-33,Cell A,cell_1480
336,-33,Cell A,cell_1481
220,-220,Cell A,cell_1482
205,-124,Cell A,cell_1483
64,-329,Cell A,cell_1484
276,-241,Cell A,cell_1485
45,-404,Cell A,cell_1486
200,-362,Cell A,cell_1487
278,-452,Cell A,cell_1488
491,-297,Cell A,cell_1489
303,-49,Cell A,cell_1490
383,-365,Cell A,cell_1491
252,-283,Cell A,cell_1492
307,-35,Cell A,cell_1493
243,-207,Cell A,cell_1494
496,-187,Cell A,cell_1495
238,-409,Cell A,cell_1496
473,-418,Cell A,cell_1497
44,-428,Cell A,cell_1498
40,-128,Cell A,cell_1499
421,-289,Cell A,cell_1500
120,-160,Cell A,cell_1501
197,-159,Cell A,cell_1502
435,-232,Cell A,cell_1503
158,-95,Cell A,cell_1504
497,-107,Cell A,cell_1505
493,-347,Cell A,cell_1506
173,-155,Cell A,cell_1507
314,-423,Cell A,cell_1508
474,-477,Cell A,cell_1509
12,-370,Cell A,cell_1510
373,-71,Cell A,cell_1511
169,-117,Cell A,cell_1512
52,-435,Cell A,cell_1513
117,-46,Cell A,cell_1514
371,-94,Cell A,cell_1515
204,-313,Cell A,cell_1516
128,-29,Cell A,cell_1517
281,-83,Cell A,cell_1518
223,-18,Cell A,cell_1519
71,-249,Cell A,cell_1520
85,-360,Cell A,cell_1521
75,-250,Cell A,cell_1522
355,-490,Cell A,cell_1523
206,-308,Cell A,cell_1524
318,-390,Cell A,cell_1525
149,-455,Cell A,cell_1526
409,-342,Cell A,cell_1527
97,-229,Cell A,cell_1528
179,-464,Cell A,cell_1529
151,-416,Cell A,cell_1530
15,-199,Cell A,cell_1531
159,-419,Cell A,cell_1532
259,-256,Cell A,cell_1533
154,-452,Cell A,cell_1534
416,-370,Cell A,cell_1535
180,-188,Cell A,cell_1536
464,-137,Cell A,cell_1537
449,-121,Cell A,cell_1538
380,-397,Cell A,cell_1539
243,-491,Cell A,cell_1540
217,-64,Cell A,cell_1541
389,-177,Cell A,cell_1542
431,-411,Cell A,cell_1543
393,-156,Cell A,cell_1544
218,-314,Cell A,cell_1545
78,-246,Cell A,cell_1546
220,-329,Cell A,cell_1547
328,-216,Cell A,cell_1548
239,-335,Cell A,cell_1549
413,-459,Cell A,cell_1550
42,-323,Cell A,cell_1551
159,-385,Cell A,cell_1552
483,-445,Cell A,cell_1553
460,-100,Cell A,cell_1554
12,-374,Cell A,cell_1555
489,-328,Cell A,cell_1556
350,-243,Cell A,cell_1557
199,-370,Cell A,cell_1558
204,-18,Cell A,cell_1559
454,-473,Cell A,cell_1560
148,-15,Cell A,cell_1561
80,-48,Cell A,cell_1562
52,-104,Cell A,cell_1563
336,-195,Cell A,cell_1564
92,-279,Cell A,cell_1565
482,-48,Cell A,cell_1566
130,-15,Cell A,cell_1567
210,-76,Cell A,cell_1568
437,-416,Cell A,cell_1569
66,-54,Cell A,cell_1570
452,-269,Cell A,cell_1571
293,-188,Cell A,cell_1572
245,-339,Cell A,cell_1573
456,-272,Cell A,cell_1574
385,-107,Cell A,cell_1575
425,-361,Cell A,cell_1576
465,-489,Cell A,cell_1577
371,-55,Cell A,cell_1578
178,-258,Cell A,cell_1579
25,-330,Cell A,cell_1580
248,-316,Cell A,cell_1581
390,-38,Cell A,cell_1582
274,-487,Cell A,cell_1583
130,-77,Cell A,cell_1584
459,-220,Cell A,cell_1585
432,-120,Cell A,cell_1586
450,-454,Cell A,cell_1587
334,-169,Cell A,cell_1588
455,-42,Cell A,cell_1589
122,-81,Cell A,cell_1590
80,-337,Cell A,cell_1591
208,-278,Cell A,cell_1592
70,-94,Cell A,cell_1593
492,-275,Cell A,cell_1594
211,-361,Cell A,cell_1595
239,-476,Cell A,cell_1596
79,-429,Cell A,cell_1597
385,-222,Cell A,cell_1598
30,-105,Cell A,cell_1599
64,-449,Cell A,cell_1600
388,-305,Cell A,cell_1601
344,-323,Cell A,cell_1602
295,-131,Cell A,cell_1603
479,-330,Cell A,cell_1604
47,-344,Cell A,cell_1605
392,-261,Cell A,cell_1606
225,-193,Cell A,cell_1607
100,-489,Cell A,cell_1608
318,-406,Cell A,cell_1609
303,-469,Cell A,cell_1610
101,-260,Cell A,cell_1611
28,-405,Cell A,cell_1612
200,-313,Cell A,cell_1613
347,-128,Cell A,cell_1614
435,-158,Cell A,cell_1615
91,-101,Cell A,cell_1616
292,-90,Cell A,cell_1617
53,-62,Cell A,cell_1618
352,-462,Cell A,cell_1619
268,-45,Cell A,cell_1620
440,-187,Cell A,cell_1621
188,-186,Cell A,cell_1622
267,-357,Cell A,cell_1623
303,-97,Cell A,cell_1624
432,-252,Cell A,cell_1625
411,-234,Cell A,cell_1626
437,-428,Cell A,cell_1627
162,-203,Cell A,cell_1628
460,-468,Cell A,cell_1629
431,-177,Cell A,cell_1630
446,-294,Cell A,cell_1631
323,-277,Cell A,cell_1632
477,-480,Cell A,cell_1633
275,-149,Cell A,cell_1634
340,-404,Cell A,cell_1635
432,-336,Cell A,cell_1636
94,-246,Cell A,cell_1637
481,-156,Cell A,cell_1638
492,-362,Cell A,cell_1639
87,-440,Cell A,cell_1640
344,-320,Cell A,cell_1641
223,-498,Cell A,cell_1642
437,-186,Cell A,cell_1643
457,-307,Cell A,cell_1644
291,-318,Cell A,cell_1645
191,-329,Cell A,cell_1646
316,-162,Cell A,cell_1647
140,-217,Cell A,cell_1648
425,-94,Cell A,cell_1649
408,-458,Cell A,cell_1650
418,-247,Cell A,cell_1651
163,-380,Cell A,cell_1652
360,-332,Cell A,cell_1653
306,-304,Cell A,cell_1654
326,-154,Cell A,cell_1655
84,-273,Cell A,cell_1656
232,-265,Cell A,cell_1657
353,-242,Cell A,cell_1658
331,-211,Cell A,cell_1659
351,-287,Cell A,cell_1660
17,-384,Cell A,cell_1661
296,-24,Cell A,cell_1662
227,-352,Cell A,cell_1663
42,-344,Cell A,cell_1664
252,-393,Cell A,cell_1665
66,-394,Cell A,cell_1666
422,-136,Cell A,cell_1667
390,-339,Cell A,cell_1668
428,-148,Cell A,cell_1669
264,-122,Cell A,cell_1670
431,-169,Cell A,cell_1671
221,-225,Cell A,cell_1672
370,-72,Cell A,cell_1673
159,-148,Cell A,cell_1674
369,-268,Cell A,cell_1675
171,-281,Cell A,cell_1676
168,-109,Cell A,cell_1677
187,-137,Cell A,cell_1678
440,-344,Cell A,cell_1679
428,-487,Cell A,cell_1680
182,-24,Cell A,cell_1681
14,-334,Cell A,cell_1682
26,-413,Cell A,cell_1683
213,-24,Cell A,cell_1684
229,-290,Cell A,cell_1685
138,-370,Cell A,cell_1686
362,-36,Cell A,cell_1687
159,-11,Cell A,cell_1688
435,-159,Cell A,cell_1689
26,-309,Cell A,cell_1690
453,-456,Cell A,cell_1691
454,-42,Cell A,cell_1692
153,-69,Cell A,cell_1693
118,-227,Cell A,cell_1694
410,-426,Cell A,cell_1695
475,-203,Cell A,cell_1696
361,-42,Cell A,cell_1697
159,-47,Cell A,cell_1698
204,-163,Cell A,cell_1699
18,-141,Cell A,cell_1700
346,-255,Cell A,cell_1701
477,-415,Cell A,cell_1702
249,-103,Cell A,cell_1703
319,-402,Cell A,cell_1704
136,-446,Cell A,cell_1705
328,-105,Cell A,cell_1706
435,-231,Cell A,cell_1707
82,-418,Cell A,cell_1708
163,-370,Cell A,cell_1709
361,-387,Cell A,cell_1710
223,-186,Cell A,cell_1711
186,-28,Cell A,cell_1712
410,-463,Cell A,cell_1713
334,-480,Cell A,cell_1714
233,-488,Cell A,cell_1715
260,-393,Cell A,cell_1716
89,-81,Cell A,cell_1717
25,-101,Cell A,cell_1718
436,-348,Cell A,cell_1719
160,-383,Cell A,cell_1720
422,-118,Cell A,cell_1721
78,-418,Cell A,cell_1722
280,-273,Cell A,cell_1723
431,-422,Cell A,cell_1724
101,-369,Cell A,cell_1725
435,-271,Cell A,cell_1726
347,-116,Cell A,cell_1727
440,-319,Cell A,cell_1728
249,-76,Cell A,cell_1729
349,-255,Cell A,cell_1730
63,-418,Cell A,cell_1731
303,-277,Cell A,cell_1732
227,-483,Cell A,cell_1733
187,-170,Cell A,cell_1734
93,-415,Cell A,cell_1735
232,-427,Cell A,cell_1736
191,-286,Cell A,cell_1737
355,-77,Cell A,cell_1738
259,-22,Cell A,cell_1739
14,-303,Cell A,cell_1740
329,-33,Cell A,cell_1741
86,-363,Cell A,cell_1742
99,-228,Cell A,cell_1743
163,-102,Cell A,cell_1744
14,-223,Cell A,cell_1745
288,-454,Cell A,cell_1746
480,-448,Cell A,cell_1747
315,-146,Cell A,cell_1748
101,-59,Cell A,cell_1749
185,-189,Cell A,cell_1750
313,-427,Cell A,cell_1751
416,-138,Cell A,cell_1752
178,-17,Cell A,cell_1753
85,-339,Cell A,cell_1754
283,-25,Cell A,cell_1755
384,-222,Cell A,cell_1756
368,-171,Cell A,cell_1757
363,-364,Cell A,cell_1758
443,-250,Cell A,cell_1759
230,-58,Cell A,cell_1760
234,-491,Cell A,cell_1761
399,-307,Cell A,cell_1762
285,-424,Cell A,cell_1763
24,-367,Cell A,cell_1764
390,-155,Cell A,cell_1765
262,-23,Cell A,cell_1766
180,-291,Cell A,cell_1767
298,-49,Cell A,cell_1768
375,-489,Cell A,cell_1769
342,-489,Cell A,cell_1770
206,-138,Cell A,cell_1771
409,-360,Cell A,cell_1772
323,-272,Cell A,cell_1773
351,-189,Cell A,cell_1774
259,-470,Cell A,cell_1775
478,-458,Cell A,cell_1776
368,-295,Cell A,cell_1777
484,-414,Cell A,cell_1778
411,-345,Cell A,cell_1779
119,-380,Cell A,cell_1780
14,-216,Cell A,cell_1781
314,-298,Cell A,cell_1782
434,-468,Cell A,cell_1783
254,-340,Cell A,cell_1784
480,-45,Cell A,cell_1785
336,-126,Cell A,cell_1786
66,-373,Cell A,cell_1787
20,-163,Cell A,cell_1788
314,-167,Cell A,cell_1789
376,-219,Cell A,cell_1790
89,-210,Cell A,cell_1791
294,-401,Cell A,cell_1792
466,-424,Cell A,cell_1793
202,-161,Cell A,cell_1794
483,-195,Cell A,cell_1795
318,-100,Cell A,cell_1796
423,-417,Cell A,cell_1797
497,-169,Cell A,cell_1798
231,-251,Cell A,cell_1799
281,-30,Cell A,cell_1800
204,-64,Cell A,cell_1801
251,-350,Cell A,cell_1802
483,-436,Cell A,cell_1803
228,-386,Cell A,cell_1804
163,-430,Cell A,cell_1805
357,-454,Cell A,cell_1806
418,-415,Cell A,cell_1807
73,-422,Cell A,cell_1808
35,-206,Cell A,cell_1809
